Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage
I Care a Lot,FALSE,"['Comedy', 'Crime', 'Thriller']",0,222.242,6.8,939,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,,0,2/19/2021,119,en
,,,,,,,,,,,,
반도,FALSE,"['Action', 'Horror', 'Thriller']",17000000,219.652,7,1310,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,Escape the apocalypse.,39657073,7/15/2020,116,ko
,,,,,,,,,,,,
映画 ギヴン,FALSE,"['Animation', 'Drama', 'Music', 'Romance']",0,217.359,8.9,126,"The film centers on the love relationship among the band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata.",,0,8/22/2020,60,ja
,,,,,,,,,,,,
6 Underground,FALSE,"['Action', 'Thriller']",150000000,216.649,6.3,2958,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",They say no one can save the world. Meet no one.,0,12/10/2019,128,en
,,,,,,,,,,,,
PAW Patrol: Jet to the Rescue,FALSE,"['Family', 'Animation']",0,216.255,7.3,60,"Get ready to zoom back to Barkingburg with the pups in this all-new TV movie! When the scheming DUKE of Flappington steals a powerful levitation gem from the royal castle, it’s up to the PAW Patrol to jet to the rescue before the town is lost forever! Then join the PAW Patrol in even more high-flying adventures where they will save a stunt pilot, one of Mayor Humdinger’s kittens, and even Skye when she breaks her wing flying to Jake’s Mountain!",,0,9/3/2020,0,en
,,,,,,,,,,,,
Loco por ella,FALSE,"['Comedy', 'Romance']",0,213.932,7.2,179,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",,0,2/26/2021,102,es
,,,,,,,,,,,,
Chaco,FALSE,"['War', 'Drama']",0,210.34,7.9,40,"In 1934, Bolivia is at war with Paraguay. Liborio and Ticona and other Bolivian indigenous soldiers are lost in the hell of the Chaco, under the commandment of German Captain Kundt. They're looking for the Paraguayan enemy that they haven't seen for months, and that they will never find. They leave together in a search that will make them realize, progressively, the destiny they have been pushed into and the inevitable condition of a defeated troop. They're walking like shadows, wandering forever in the middle of dust and silence.",,0,1/28/2020,77,es
,,,,,,,,,,,,
Shadow in the Cloud,FALSE,"['Horror', 'Action', 'Drama', 'War']",0,209.836,5.8,263,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,Every mission has its demons.,0,12/31/2020,83,en
,,,,,,,,,,,,
"Devoto, la invasión silenciosa",FALSE,"['Science Fiction', 'Thriller', 'Action']",0,209.48,2.9,5,"Five strangers wake up locked in a strange building. They don't know who took them there or for what purpose. Throughout a night they will discover with surprise that an invasion is taking place outside that complex. And this motley group of strangers, for a reason they will have to figure out, are the ones chosen to try to stop it.",,0,5/7/2020,72,es
,,,,,,,,,,,,
Lavaperros,FALSE,"['Comedy', 'Drama', 'Crime']",0,209.443,6.8,10,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?",,0,10/9/2020,107,es
,,,,,,,,,,,,
Captain Marvel,FALSE,"['Action', 'Adventure', 'Science Fiction']",152000000,207.355,7,11008,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",Higher. Further. Faster.,1128276090,3/6/2019,124,en
,,,,,,,,,,,,
The New Mutants,FALSE,"['Action', 'Horror', 'Science Fiction']",67000000,207.155,6.4,1672,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",It's time to face your demons.,45534613,8/26/2020,94,en
,,,,,,,,,,,,
Tóxico,FALSE,"['Thriller', 'Science Fiction']",0,202.725,7.4,21,"In the middle of a mysterious insomnia epidemic that slowly takes on catastrophic dimensions, Laura (39) and Augusto (42) flee the city in their motorhome to get away from the chaos. As they move down the route, the world becomes an increasingly strange and dangerous place. Finally, Laura reveals a story that changes everything. The road is depopulating, the silence grows and it is increasingly difficult to differentiate the reality from the dream.",,0,4/23/2020,80,es
,,,,,,,,,,,,
進撃の巨人 ATTACK ON TITAN,FALSE,"['Horror', 'Fantasy', 'Drama', 'Action', 'Science Fiction']",0,201.821,5.6,402,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",Shingeki No Kyojin,0,8/12/2015,98,ja
,,,,,,,,,,,,
The World to Come,FALSE,"['Drama', 'Romance']",0,201.697,6.6,32,Two women who forge a close connection despite their isolation in the mid-19th-century American frontier.,,0,2/12/2021,105,en
,,,,,,,,,,,,
The Vast of Night,FALSE,"['Mystery', 'Science Fiction', 'Drama', 'Thriller']",0,199.538,6.5,517,"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.",,0,5/15/2020,91,en
,,,,,,,,,,,,
劇場版「鬼滅の刃」無限列車編,FALSE,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Drama']",0,198.298,8,497,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","With your blade, bring an end to the nightmare.",399180000,10/16/2020,117,ja
,,,,,,,,,,,,
Once Upon a Snowman,FALSE,"['Animation', 'Family', 'Comedy', 'Fantasy']",0,198.215,6.8,315,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",Every snowman starts somewhere.,0,10/23/2020,7,en
,,,,,,,,,,,,
The Courier,FALSE,"['Action', 'Crime', 'Drama', 'Thriller']",0,197.926,6.3,343,"This intense action-thriller unfolds in real time as two embattled souls fight for their lives. Gary Oldman stars as a vicious crime boss out to kill Nick, the lone witness set to testify against him. He hires a mysterious female motorcycle courier to unknowingly deliver a poison-gas bomb to slay Nick, but after she rescues Nick from certain death, the duo must confront an army of ruthless hired killers in order to survive the night.",Don't shoot the messenger.,0,11/22/2019,99,en
,,,,,,,,,,,,
More Than Miyagi: The Pat Morita Story,FALSE,['Documentary'],0,196.637,6,7,"The Oscar nominated actor best known for his role of Mr. Miyagi, left behind a painfully revealing autobiographical record of his much-too-brief time here on earth. Tracing his journey from being bed bound as a boy to the bright lights and discrimination in Hollywood. Deep inside that sweet, generous, multi-talented performer seethed an army of demons, that even alcohol and drugs couldn't mask.",,0,2/1/2021,90,en
,,,,,,,,,,,,
The Kill Team,FALSE,"['Drama', 'Action', 'Thriller']",0,196.53,6.7,246,"When Andrew Briggman—a young soldier in the US invasion of Afghanistan—witnesses other recruits killing innocent civilians under the direction of a sadistic Sergeant, he considers reporting them to higher-ups. However, the heavily-armed and increasingly-violent platoon becomes suspicious that someone in their ranks has turned on them, and Andrew begins to fear that he'll be the next target.",Soldiers. Brothers. Enemies.,0,10/17/2019,87,en
,,,,,,,,,,,,
News of the World,FALSE,"['Action', 'Adventure', 'Drama', 'Western']",0,196.125,7.1,726,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",Find where you belong.,0,12/25/2020,118,en
,,,,,,,,,,,,
Batman: Death in the Family,FALSE,"['Animation', 'Action']",0,194.921,7.3,186,Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,The fate of Gotham is in your hands.,0,10/13/2020,96,en
,,,,,,,,,,,,
To All the Boys: Always and Forever,FALSE,"['Romance', 'Comedy', 'Drama']",0,193.637,8,1065,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,You never know where love will lead you.,0,2/12/2021,115,en
,,,,,,,,,,,,
John Wick: Chapter 3 - Parabellum,FALSE,"['Action', 'Thriller', 'Crime']",55000000,193.074,7.4,6499,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",The Grace Period Is Over,326709727,5/15/2019,130,en
,,,,,,,,,,,,
Star Wars: The Rise of Skywalker,FALSE,"['Action', 'Adventure', 'Science Fiction']",250000000,192.8,6.5,6484,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",Every generation has a legend,1074144248,12/18/2019,142,en
,,,,,,,,,,,,
La Terre et le Sang,FALSE,"['Action', 'Thriller']",0,188.922,6.3,228,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,,0,4/17/2020,80,fr
,,,,,,,,,,,,
Спутник,FALSE,"['Science Fiction', 'Drama', 'Horror']",0,186.866,6.5,238,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…",The only survivor did not come back alone,0,9/8/2020,113,ru
,,,,,,,,,,,,
Spenser Confidential,FALSE,"['Comedy', 'Action', 'Thriller']",0,184.714,6.6,1491,"Spenser, a former Boston patrolman who just got out from prison, teams up with Hawk, an aspiring fighter, to unravel the truth behind the death of two police officers.",The law has limits. They don't.,0,3/6/2020,110,en
,,,,,,,,,,,,
Nomadland,FALSE,"['Drama', 'Western']",5000000,182.161,7.6,314,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",See you down the road.,0,12/26/2020,108,en
,,,,,,,,,,,,
Life in a Year,FALSE,"['Drama', 'Romance']",0,176.543,8.4,388,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",,0,11/27/2020,107,en
,,,,,,,,,,,,
Black and Blue,FALSE,"['Action', 'Thriller']",12000000,173.631,6.7,468,"A fast-paced action thriller about a rookie cop who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",The truth made her a target.,22741061,10/25/2019,109,en
,,,,,,,,,,,,
Zombieland: Double Tap,FALSE,"['Horror', 'Action', 'Comedy']",42000000,172.924,7,3467,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",,122801777,10/9/2019,99,en
,,,,,,,,,,,,
The Last: Naruto the Movie,FALSE,"['Action', 'Romance', 'Animation']",0,172.714,7.8,886,"Two years after the events of the Fourth Great Ninja War, the moon that Hagoromo Otsutsuki created long ago to seal away the Gedo Statue begins to descend towards the world, threatening to become a meteor that would destroy everything on impact. Amidst this crisis, a direct descendant of Kaguya Otsutsuki named Toneri Otsutsuki attempts to kidnap Hinata Hyuga but ends up abducting her younger sister Hanabi. Naruto and his allies now mount a rescue mission before finding themselves embroiled in a final battle to decide the fate of everything.",,0,12/6/2014,114,ja
