Movie_name,Adult,GenreList,Budget,Popularity,VoteAvg,VoteCount,Overview,Tagline,Revenue,ReleaseDate,Runtime,OriginalLanguage,ProductionCompany,ProductionCountry,SpokenLanguage 
The Sinners,False,"['Thriller', 'Horror']",0,9.279,5.5,4,"Seven girls start a cult where each of them must embody one of the seven deadly sins. They realize there's more to their religious town after they go missing, one by one.",Seven girls. Seven deadly sins.,0,2020-03-01,99,en,"[['Globetrotter Pictures', '']]","['CA', 'US']",['en']
Woman in Motion,False,['Documentary'],0,3.48,0.0,0,"Nichelle Nichols' daunting task to launch a national blitz for NASA, recruiting 8,000 of the nation's best and brightest, including the trailblazing astronauts who became the first African American, Asian and Latino men and women to fly in space.",Nichelle Nichols changed the face of space,0,2021-02-02,96,en,[],[],['en']
Hellraiser: Revelations,False,['Horror'],350000,15.425,3.7,168,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",,0,2011-10-18,75,en,"[['Neo Art & Logic', ''], ['Puzzlebox Films', ''], ['Dimension Extreme', ''], ['Dimension Films', 'US']]",['US'],"['en', 'es']"
Imaginary Order,False,['Drama'],0,5.741,5.4,8,"The sexual, psychological, and moral unraveling of an obsessive-compulsive suburban mom.",,0,2019-01-26,101,en,"[['ACE Pictures Entertainment', 'US'], ['In Motion Pictures', ''], ['Iron City Productions', '']]",['US'],['en']
The Connection,False,['Science Fiction'],0,8.736,0.0,0,Two strangers struggle to overcome insurmountable odds when they are suddenly faced with unimaginable powers and an unbreakable connection.,,0,2021-02-22,90,en,[],[],['en']
Geneneko,False,"['Mystery', 'Adventure']",0,0.814,0.0,0,The mysterious wonders of a home invading cat and its victim.,,0,2021-02-22,3,en,[],['PR'],[]
ランブラーズ 2,False,['Drama'],0,0.764,0.0,0,"After Kaji, a mutual friend and actor, passed away, the director Kinoshita (Hiroshi Yamamoto), the scriptwriter Tsuboi (Keishi Nagatsuka), and the actor Funaki (Takeshi Yamamoto) leave Tokyo to visit Kaji’s hometown. After attending the wake, the three go bar-hopping at an izakaya (tavern) and hostess bar in a town they’ve never been to, but they cannot find a way to cope with Kaji’s death. The next day, they go to Kaji’s parents’ house and receive, from his younger sister, Junko, a fan letter addressed to him. The letter is from a young Korean girl, and apparently, Kaji read it many times over before he passed away. The news of the death of Kaji, who was not a famous actor even in Japan, had no way of reaching a fan in Korea. The three are left at a loss as to how to tell her the news.",,0,2021-02-22,31,ja,[],[],['ja']
Ashens and the Fly on the Wall,False,[],0,0.767,0.0,0,"This 45 minute making-of documentary takes you behind the scenes on the set of Ashens and the Polybius Heist. Alongside a healthy portion of silly shenanigans from cast & crew, the film offers a unique and raw insight into the tough realities of independent filmmaking. Find out what literally kept the director up all night, what was wrong with Barry's hotel room and what total disaster led to the film being delayed by over six months. It's one hell of a ride, and should be a great watch for anyone who follows the cast or is just interested in low-budget movies in general.","An epic ""making of"" adventure",0,2021-02-22,45,en,[],[],['en']
Confused Examination Under Given Circumstances,False,[],0,0.844,0.0,0,"Confused Examination Under Given Circumstances, 2020, revisits a John Ruskin lecture titled “On the Elements of Crystallization” and Freud’s “crystal-principle” to draw parallels between the rigidity of crystals and the disciplinary procedures of governments. Öztat weaves her lecture through interludes of crystal-fondling and crystal-licking, testing the sharp, erotic edges of the mineral as her 3-D models melt into stringy, jellyfish-like forms. After guiding viewers through paintings, X-rays, and scientific documents on the subject, the artist’s hand enters a black glove and yanks a trapezoidal hunk of ersatz schairerite out of the frame. Öztat’s study reflects the show’s interest in crystals as shapeshifting organisms and emblems for the liquid borders between ancestral cultures and modernity, between translucence and opacity.",,0,2021-02-22,13,en,[],[],[]
Objects and Artifacts,False,['Documentary'],0,0.6,0.0,0,"White fog is slowly moving from left to right. A man cleans his workwear from a vanishing distance with an air hose. Three trembling steel cables emerge from a grey metal building. A large dump truck with a full load passes by. In a deeply green forest landscape there is a dark monolith. You can hear jingling metal noises from the off, which cause a spreading echo. A white cargo helicopter is slowly approaching for landing. A dredger moves in a circle on the surface of the water. In ""Objects and Artifacts"", various pictorial elements come into contact with each other in a situational manner and create a friction surface that deals with forms of a post-apocalyptic landscape.",,0,2020-10-24,16,de,[],['DE'],[]
Cripta I,False,[],0,0.763,0.0,0,Searching for corpses.,,0,2021-02-22,0,pt,"[['Mangue Bangue', '']]",['BR'],['pt']
ज़िन्दगी इन शॉर्ट,False,"['Comedy', 'Drama']",0,1.213,6.0,1,"An anthology of 7 heart-warming stories, the films take a glimpse into various moments of ordinary lives. The circumstances that we live in, we ignore our loved ones, we madly focus on our careers, we stop thinking about them.",,0,2020-02-19,113,hi,"[['Sikhya Entertainment', 'IN']]",['IN'],"['en', 'hi']"
Debyut,False,[],100,1.057,0.0,0,A Russian presidential candidate goes to get a cup of coffee.,A new kind of Russian leadership.,0,2021-02-22,1,en,[],[],['xx']
Un Último Show Más,False,['Horror'],0,8.665,6.0,2,"¿Why did you do this, Pops?",,0,2021-02-22,2,es,[],[],['es']
Semiotics of the City,False,[],0,0.6,0.0,0,Images of urban situations flicker past in quick succession. They are accompanied by computer-generated voices that list audiovisual details of the footage in alphabetical order. A close-meshed network of terms and categories is created whose object of representing the urbanity shown as completely as possible is successively taken ad absurdum.,,0,2020-05-13,4,en,[],['DE'],[]
トゥレップ 〜「海獣の子供」を探して〜,False,"['Documentary', 'Science Fiction', 'Mystery', 'Fantasy']",0,0.617,0.0,0,"Labelled with the titles ""Marine Mammal"", ""Ocean"", ""Life"", ""Myth"", ""Dialogue"", and ""Universe"", six tapes containing video recordings of interviews with renown experts have been left behind by a man who has disappeared. The man's younger sister ascertains the man has gone to Micronesia.  This is a hybrid documentary and drama combining real interviews and a fictional framing narrative, produced by STUDIO4°C as a tie-in with their animated movie of the comic ""Children of the Sea"" by Igarashi Daisuke.",,0,2019-06-15,81,ja,"[['Studio 4°C', 'JP']]",[],['ja']
Armageddon Tales,False,"['Action', 'Science Fiction']",0,8.626,5.8,5,"After surviving a worldwide pandemic, two men with different agendas, two women from a survival colony, and young girl and a man each form alliances as they cross post-apocalyptic landscapes.",Who survives to tell mankind's final story.,0,2021-01-22,96,en,[],"['GB', 'US']",['en']
Restless,False,['Drama'],0,0.764,0.0,0,A short film created by Tiago Ruas during his time at Arts University Bournemouth.,,0,2021-02-22,4,en,[],['GB'],[]
La grande saga de nos montagnes - Les Alpes,False,['Documentary'],0,1.276,0.0,0,,,0,2021-02-22,0,fr,[],['FR'],[]
Machtlos,False,['Thriller'],4866,0.6,0.0,0,,,0,2020-02-22,0,de,"[['Johannes Gutenberg Universität Mainz', '']]",['DE'],['de']
Eduardo Costa - No Pantanal,False,['Music'],0,0.808,0.0,0,,,0,2021-02-22,0,pt,[],[],[]
Abu Omar,False,['Drama'],0,0.806,0.0,0,"Under a very strict military curfew Salah, a grieving father, sets out on the road to cross the Israeli border carrying his dead son Omar in a duffel bag. Miri, a pregnant single woman, decides to help him out at all costs while fending off the terrible heat.",,0,2021-02-22,113,en,[],[],"['ar', 'he']"
RAGE,False,['Thriller'],0,11.029,5.5,2,"After a violent home invasion leaves him in a coma and his wife deeply traumatized, a mild-mannered husband awakens to find out that one of the attackers is still on the loose. As they try to move on with their lives, one day his nearly-despondent wife spots the attacker, opening up a twisted tale of brutal revenge where all isn't as it seems.",,0,2021-02-22,143,en,[],[],['en']
Nose,False,[],0,2.091,6.3,2,"For the first time in a documentary feature, the prestigious House of Dior opened its doors to show the wonders of perfume creation. Travelers at heart, Arthur de Kersauson and Clément Beauvais followed François Demachy for two years and over 14 countries, from Grasse to the other side of the world, in his search for inspiration and the most precious raw materials.",The most secret job in the world.,0,2021-02-22,0,fr,"[['Under the Milky Way', '']]",[],"['en', 'fr']"
Deine Farbe,False,['Drama'],0,1.691,0.0,0,"A friendship is tested when two young men leave their German hometown for a freer life in majestic Barcelona, where fate and choices threaten their once unbreakable bond.",,0,2021-02-22,81,de,[],[],"['en', 'de']"
Geneneko,False,"['Mystery', 'Adventure']",0,0.814,0.0,0,The mysterious wonders of a home invading cat and its victim.,,0,2021-02-22,3,en,[],['PR'],[]
Hellraiser: Revelations,False,['Horror'],350000,15.425,3.7,168,"Two friends in Mexico discover the Lament Configuration and unleash Pinhead, but one decides to try to survive by swapping himself with someone else. Once they go missing, family members go in search of them, but find Pinhead instead.",,0,2011-10-18,75,en,"[['Neo Art & Logic', ''], ['Puzzlebox Films', ''], ['Dimension Extreme', ''], ['Dimension Films', 'US']]",['US'],"['en', 'es']"
Borgo,False,[],0,0.6,10.0,1,"""Views of everyday life, Borgo Panigale, the road to the San Vitale Gate in Bologna and a breakaway: the Apennins, Portivy.  A tremor of the photographed landscapes go with the appearance and the disappearance of images seeking their frame."" - Lightcone",,0,2020-07-02,4,en,[],[],[]
Les Obsessions de Nikita Belucci 1,True,[],0,0.6,0.0,0,"If the first series produced and performed by Nikita Bellucci is entitled ""Obsessions"" it is not at all a coincidence... Because the tenacious and deliciously perverse actress is now splitting up to become an ambitious businesswoman for whom producing adult content will never prevent her from valuing actresses and taking care of quality: inventive scenarios, irreproachable photography, energetic sex scenes, there is in Nikita's series everything we like to see.",,0,2021-02-22,77,fr,"[['Nikita Bellucci Prod', '']]",[],[]
ज़िन्दगी इन शॉर्ट,False,"['Comedy', 'Drama']",0,1.213,6.0,1,"An anthology of 7 heart-warming stories, the films take a glimpse into various moments of ordinary lives. The circumstances that we live in, we ignore our loved ones, we madly focus on our careers, we stop thinking about them.",,0,2020-02-19,113,hi,"[['Sikhya Entertainment', 'IN']]",['IN'],"['en', 'hi']"
Debyut,False,[],100,1.057,0.0,0,A Russian presidential candidate goes to get a cup of coffee.,A new kind of Russian leadership.,0,2021-02-22,1,en,[],[],['xx']
Restless,False,['Drama'],0,0.764,0.0,0,A short film created by Tiago Ruas during his time at Arts University Bournemouth.,,0,2021-02-22,4,en,[],['GB'],[]
La grande saga de nos montagnes - Les Alpes,False,['Documentary'],0,1.276,0.0,0,,,0,2021-02-22,0,fr,[],['FR'],[]
Machtlos,False,['Thriller'],4866,0.6,0.0,0,,,0,2020-02-22,0,de,"[['Johannes Gutenberg Universität Mainz', '']]",['DE'],['de']
Eduardo Costa - No Pantanal,False,['Music'],0,0.808,0.0,0,,,0,2021-02-22,0,pt,[],[],[]
Rollon - sur les traces du premier Normand,False,['Documentary'],0,1.017,0.0,0,,,0,2021-02-22,0,fr,"[['Keren Production', '']]",['FR'],[]
Envol,False,['Animation'],0,0.789,0.0,0,"""Envol"" is an animation experience of a collaborative project that was conceived and edited during the French lockdown using 1000 images of a bird in flight made by Muybridge in 1883.",,0,2021-02-22,4,fr,[],['FR'],['fr']
Splintering,False,[],0,0.6,0.0,0,"""Splintering"" is an examination of the emotional isolation that occurs post sexual assault & a reactionary exploration of how to shatter a space of separation. Is it possible to find personal closure in the wake of violence, rather than relying on public evaluation & legal trial? By deconstructing traditional narrative on hand processed 16mm film, ""Splintering"" aims to form an alternative account of subversion & resistance.",,0,2018-03-22,7,en,[],['US'],['en']
Perdue,False,[],0,0.6,0.0,0,"A meeting of several myths: shadows in movement, which the filmmaker associates with cave paintings; the voice of the ""sacred monster"" Sarah Bernhardt, the world's first star, as she delivers the monologue of Phèdre a hundred years ago; an attempt to exit the labyrinth.",,0,2020-10-21,7,fr,[],['FR'],['fr']
